glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a,temp_usv,glyphsapp_name,to_review
LtnSupSmI,uni2071,1800.22,1800.22,,,,,,2071,imod,
ModCySmByelorusUkrainI,u1E04C,1800.221,1800.221,,,,,,1E04C,imod-cy,
CombLtnSmI,uni0365,1800.24,1800.24,,,,,,0365,icomb,
CombCySmByelorusUkrainI,u1E08F,1800.241,1800.241,,,,,,1E08F,ibyelorussianukrainiancomb-cy,
LtnSmIAcute.SItal,iacute.SItal,1800.31111,1800.31111,ss05,ss05,,00ED,00ED,,iacute.SItal,
LtnSmIGrave.SItal,igrave.SItal,1800.31311,1800.31311,ss05,ss05,,00EC,00EC,,igrave.SItal,
LtnSmIDblGrave,uni0209,1800.314,1800.314,,,,,,0209,idblgrave,
LtnSmIDblGrave.SItal,uni0209.SItal,1800.31411,1800.31411,ss05,ss05,,0209,0209,,idblgrave.SItal,
LtnSmICircum.SItal,icircumflex.SItal,1800.3211,1800.3211,ss05,ss05,,00EE,00EE,,icircumflex.SItal,
LtnSmIInvBreve,uni020B,1800.331,1800.331,,,,,,020B,iinvertedbreve,
LtnSmIInvBreve.SItal,uni020B.SItal,1800.33111,1800.33111,ss05,ss05,,020B,020B,,iinvertedbreve.SItal,
LtnSmIBreve,ibreve,1800.332,1800.332,,,,,,012D,ibreve,
LtnSmIBreve.SItal,ibreve.SItal,1800.33211,1800.33211,ss05,ss05,,012D,012D,,ibreve.SItal,
LtnSmICaron,uni01D0,1800.334,1800.334,,,,,,01D0,icaron,
LtnSmICaron.SItal,uni01D0.SItal,1800.33411,1800.33411,ss05,ss05,,01D0,01D0,,icaron.SItal,
LtnSmITilde,itilde,1800.34,1800.34,,,,,,0129,itilde,
LtnSmITilde.SItal,itilde.SItal,1800.3411,1800.3411,ss05,ss05,,0129,0129,,itilde.SItal,
LtnSmIMacron,imacron,1800.35,1800.35,,,,,,012B,imacron,
LtnSmIMacron.SItal,imacron.SItal,1800.3511,1800.3511,ss05,ss05,,012B,012B,,imacron.SItal,
LtnSmIDiaer.SItal,idieresis.SItal,1800.3611,1800.3611,ss05,ss05,,00EF,00EF,,idieresis.SItal,
CySmYi,uni0457,1800.3615,1800.3615,,,,,,0457,yi-cy,
LtnSmIDiaerAcute,uni1E2F,1800.36311,1800.36311,,,,,,1E2F,idieresisacute,
LtnSmIDiaerAcute.SItal,uni1E2F.SItal,1800.363111,1800.363111,ss05,ss05,,1E2F,1E2F,,idieresisacute.SItal,
LtnSmIDotAbv,idotaccent,1800.371,1800.371,,,,0069,0069,,,NotInGlyphsApp
LtnSmIDotAbv.SItal,idotaccent.SItal,1800.37111,1800.37111,ss05,ss05,,0069,0069,,,NotInGlyphsApp
LtnSmIHookAbv,uni1EC9,1800.38,1800.38,,,,,,1EC9,ihookabove,
LtnSmIHookAbv.SItal,uni1EC9.SItal,1800.3811,1800.3811,ss05,ss05,,1EC9,1EC9,,ihookabove.SItal,
LtnSmIEgAlef,uniA7BD,1800.39,1800.39,,,,,,A7BD,iglottal,
LtnSmITildeBlw,uni1E2D,1800.44,1800.44,,,,,,1E2D,itildebelow,
LtnSmITildeBlw.SItal,uni1E2D.SItal,1800.4411,1800.4411,ss05,ss05,,1E2D,1E2D,,itildebelow.SItal,
LtnSmIDotBlw,uni1ECB,1800.471,1800.471,,,,,,1ECB,idotbelow,
LtnSmIDotBlw.SItal,uni1ECB.SItal,1800.47111,1800.47111,ss05,ss05,,1ECB,1ECB,,idotbelow.SItal,
LtnSmIOgonek,iogonek,1800.62,1800.62,,,,,,012F,iogonek,
LtnSmIOgonek.RetroHook,iogonek.RetroHook,1800.63,1800.63,cv76,cv76,,012F,012F,,iogonek.RetroHook,
LtnSmIRetrHook,uni1D96,1800.64,1800.64,,,,,,1D96,iretroflexhook,
LtnSmIStrk,uni0268,1800.72,1800.72,,,,,,0268,istroke,
LtnSupSmIStrk,uni1DA4,1800.7222,1800.7222,,,,,,1DA4,istrokemod,
LtnSmIStrkRetrHook,u1DF1A,1800.7264,1800.7264,,,,,,1DF1A,istrokehookretroflex,
LtnSmI.Dotless,i.Dotless,1801.101,1801.101,,,,0069,0069,,i.Dotless,
LtnSmDotlessI.SItal,dotlessi.SItal,1801.11,1801.11,ss05,ss05,,0131,0131,,idotless.SItal,
LtnSmI.Dotless.SItal,i.Dotless.SItal,1801.111,1801.111,,,,0069,0069,,i.Dotless.SItal,
CySmByelorusUkrainI.Dotless,uni0456.Dotless,1801.15,1801.15,,,,0456,0456,,i-cy.Dotless,
LtnSubSmI.Dotless,uni1D62.Dotless,1801.21,1801.21,,,,1D62,1D62,,isubscript.Dotless,
LtnSupSmI.Dotless,uni2071.Dotless,1801.22,1801.22,,,,2071,2071,,imod.Dotless,
LtnSmIOgonek.Dotless,iogonek.Dotless,1801.62,1801.62,,,,012F,012F,,iogonek.Dotless,
LtnSmIRetrHook.Dotless,uni1D96.Dotless,1801.64,1801.64,,,,1D96,1D96,,iretroflexhook.Dotless,
LtnSmIStrk.Dotless,uni0268.Dotless,1801.72,1801.72,,,,0268,0268,,istroke.Dotless,
LtnSupSmIStrk.Dotless,uni1DA4.Dotless,1801.7222,1801.7222,,,,1DA4,1DA4,,istrokemod.Dotless,
LtnSmIStrkRetrHook.Dotless,u1DF1A.Dotless,1801.7264,1801.7264,,,,1DF1A,1DF1A,,istrokehookretroflex.Dotless,
LtnSmTrndI,uni1D09,1805.1,1805.1,,,,,,1D09,iTurned,
ModSmTrndI,uni1D4E,1805.23,1805.23,,,,,,1D4E,iTurnedmod,
LtnSmLigIj,ij,1810.1,1810.1,,,,,,0133,ij,
SmRomNumTwo,uni2171,1811.1,1811.1,,,,,,2171,two-roman,
SmRomNumThree,uni2172,1812.1,1812.1,,,,,,2172,three-roman,
SmRomNumFour,uni2173,1813.1,1813.1,,,,,,2173,four-roman,
SmRomNumNine,uni2178,1814.1,1814.1,,,,,,2178,nine-roman,
LtnSmIota,uni0269,1820.1,1820.1,,,,,,0269,iota-latin,
GrSmIota,iota,1820.16,1820.16,,,,,,03B9,iota,NotInUfo
ModSmIota,uni1DA5,1820.23,1820.23,,,,,,1DA5,iotamod,
LtnSmIotaStrk,uni1D7C,1820.72,1820.72,,,,,,1D7C,iotastroke,
CySmYu,uni044E,1840.1,1840.1,,,,,,044E,yu-cy,
ModCySmYu,u1E049,1840.12,1840.12,,,,,,1E049,yumod-cy,
CyCapByelorusUkrainI,uni0406,1850.15,1850.15,,,,,,0406,I-cy,
CyPalochka,uni04C0,1850.151,1850.151,,,,,,04C0,Palochka-cy,
CySmPalochka,uni04CF,1850.152,1850.152,,,,,,04CF,palochka-cy,
ModCySmPalochka,u1E050,1850.153,1850.153,,,,,,1E050,palochkamod-cy,
GrCapIota,Iota,1850.16,1850.16,,,,,,0399,Iota,NotInUfo
RomNumOne,uni2160,1850.19,1850.19,,,,,,2160,One-roman,
ModCapI,uni1D35,1850.23,1850.23,,,,,,1D35,Imod,
LtnSmCapI,uni026A,1850.26,1850.26,,,,,,026A,icapitalsmall,
LtnSupSmCapI,uni1DA6,1850.2622,1850.2622,,,,,,1DA6,Ismallmod,
LtnCapIDblGrave,uni0208,1850.314,1850.314,,,,,,0208,Idblgrave,
LtnCapIInvBreve,uni020A,1850.331,1850.331,,,,,,020A,Iinvertedbreve,
LtnCapIBreve,Ibreve,1850.332,1850.332,,,,,,012C,Ibreve,
LtnCapICaron,uni01CF,1850.334,1850.334,,,,,,01CF,Icaron,
LtnCapITilde,Itilde,1850.34,1850.34,,,,,,0128,Itilde,
LtnCapIMacron,Imacron,1850.35,1850.35,,,,,,012A,Imacron,
CyCapYi,uni0407,1850.3615,1850.3615,,,,,,0407,Yi-cy,
LtnCapIDiaerAcute,uni1E2E,1850.36311,1850.36311,,,,,,1E2E,Idieresisacute,
LtnCapIDotAbv,Idotaccent,1850.371,1850.371,,,,,,0130,Idotaccent,
LtnCapIHookAbv,uni1EC8,1850.38,1850.38,,,,,,1EC8,Ihookabove,
LtnCapIEgAlef,uniA7BC,1850.39,1850.39,,,,,,A7BC,Iglottal,
LtnCapITildeBlw,uni1E2C,1850.44,1850.44,,,,,,1E2C,Itildebelow,
LtnCapIDotBlw,uni1ECA,1850.471,1850.471,,,,,,1ECA,Idotbelow,
LtnCapIOgonek,Iogonek,1850.62,1850.62,,,,,,012E,Iogonek,
LtnCapIOgonek.RetroHook,Iogonek.RetroHook,1850.63,1850.63,cv76,cv76,,012E,012E,,Iogonek.RetroHook,
LtnCapIStrk,uni0197,1850.72,1850.72,,,,,,0197,Istroke,
LtnSmCapIStrk,uni1D7B,1850.7226,1850.7226,,,,,,1D7B,Ismallstroke,
ModSmCapIStrk,uni1DA7,1850.722623,1850.722623,,,,,,1DA7,IstrokeSmallmod,
LtnCapILonga,uniA7FE,1850.8,1850.8,,,,,,A7FE,Longaepigraphici,
LtnCapSmCapI,uniA7AE,1851.1,1851.1,,,,,,A7AE,Icapitalsmall,
LtnCapLigIj,IJ,1860.1,1860.1,,,,,,0132,IJ,
RomNumTwo,uni2161,1861.1,1861.1,,,,,,2161,Two-roman,
RomNumThree,uni2162,1862.1,1862.1,,,,,,2162,Three-roman,
RomNumFour,uni2163,1863.1,1863.1,,,,,,2163,Four-roman,
RomNumNine,uni2168,1864.1,1864.1,,,,,,2168,Nine-roman,
LtnSmCapIOverSmSchwa,uniF258,1868.1,1868.1,,,,,,,,NotInGlyphsApp
LtnCapIota,uni0196,1870.1,1870.1,,,,,,0196,Iota-latin,
CyCapYu,uni042E,1890.1,1890.1,,,,,,042E,Yu-cy,
LtnCapSdwysI,uniA7F7,1895.1,1895.1,,,,,,A7F7,Iepigraphicsideways,
CySmJe,uni0458,1900.15,1900.15,,,,,,0458,je-cy,
LtnSubSmJ,uni2C7C,1900.21,1900.21,,,,,,2C7C,jsubscript,
ModSmJ,uni02B2,1900.23,1900.23,,,,,,02B2,jmod,
ModCySmJe,u1E04D,1900.231,1900.231,,,,,,1E04D,jemod-cy,
LtnSmJCircum,jcircumflex,1900.32,1900.32,,,,,,0135,jcircumflex,
LtnSmJCaron,uni01F0,1900.334,1900.334,,,,,,01F0,jcaron,
LtnSmJStrk,uni0249,1900.72,1900.72,,,,,,0249,jstroke,
LtnSmJCrossedTail,uni029D,1900.91,1900.91,,,,,,029D,jcrossedtail,
ModSmJCrossedTail,uni1DA8,1900.9123,1900.9123,,,,,,1DA8,jcrossedtailmod,
LtnSmJ.Dotless,j.Dotless,1901.1,1901.1,,,,006A,006A,,j.Dotless,
LtnSmDotlessJ,uni0237,1901.11,1901.11,,,,,,0237,jdotless,
CySmJe.Dotless,uni0458.Dotless,1901.15,1901.15,,,,0458,0458,,je-cy.Dotless,
LtnSubSmJ.Dotless,uni2C7C.Dotless,1901.21,1901.21,,,,,,,jsubscript.Dotless,
ModSmJ.Dotless,uni02B2.Dotless,1901.23,1901.23,,,,02B2,02B2,,jmod.Dotless,
LtnSmDotlessJStrk,uni025F,1901.72,1901.72,,,,,,025F,jdotlessstroke,
LtnSmJStrk.Dotless,uni0249.Dotless,1901.721,1901.721,,,,0249,0249,,jstroke.Dotless,
LtnSupSmDotlessJStrk,uni1DA1,1901.7222,1901.7222,,,,,,1DA1,jdotlessstrokemod,
LtnSmJCrossedTail.Dotless,uni029D.Dotless,1901.91,1901.91,,,,029D,029D,,jcrossedtail.Dotless,
ModSmJCrossedTail.Dotless,uni1DA8.Dotless,1901.9123,1901.9123,,,,1DA8,1DA8,,jcrossedtailmod.Dotless,
LtnSmDotlessJStrkHook.DblSerif,uni0284.DblSerif,1920.81,1920.81,cv37,cv37,,0284,0284,,jdotlessstrokehook.DblSerif,
LtnSmDotlessJStrkHook,uni0284,1920.87,1920.87,,,,,,0284,jdotlessstrokehook,
ModSmDotlessJStrkHook,u10798,1920.8723,1920.8723,,,,,,10798,jdotlessstrokehookmod,
LtnSmIs,uniA76D,1921.1,1921.1,,,,,,A76D,is,
CySmEl,uni043B,1930.1,1930.1,,,,,,043B,el-cy,
CySubSmEl,u1E05B,1930.11,1930.11,,,,,,1E05B,elsubscript-cy,
ModCySmEl,u1E03A,1930.12,1930.12,,,,,,1E03A,elmod-cy,
CySmElDesc,uni052F,1930.15,1930.15,,,,,,052F,eldescender-cy,
CySmElTail,uni04C6,1930.2,1930.2,,,,,,04C6,eltail-cy,
CySmLje,uni0459,1930.3,1930.3,,,,,,0459,lje-cy,
CySmElHook,uni0513,1930.4,1930.4,,,,,,0513,elhook-cy,
CySmKomiLje,uni0509,1930.5,1930.5,,,,,,0509,komilje-cy,
CySmElMiddleHook,uni0521,1930.55,1930.55,,,,,,0521,elmiddlehook-cy,
CySmDe,uni0434,1930.6,1930.6,,,,,,0434,de-cy,
CySubSmDe,u1E055,1930.61,1930.61,,,,,,1E055,desubscript-cy,
ModCySmDe,u1E034,1930.62,1930.62,,,,,,1E034,demod-cy,
CySmDe.Serb,uni0434.Serb,1930.65,1930.65,cv84,cv84,,0434,0434,,de-cy.Serb,
CySubSmDe.Serb,u1E055.Serb,1930.651,1930.651,cv84,cv84,,1E055,1E055,,desubscript-cy.Serb,
ModCySmDe.Serb,u1E034.Serb,1930.652,1930.652,cv84,cv84,,1E034,1E034,,demod-cy.Serb,
CySmDeZheLig,uni052B,1930.7,1930.7,,,,,,052B,dzzhe-cy,
CySmLha,uni0515,1940.1,1940.1,,,,,,0515,lha-cy,
CyCapJe,uni0408,1950.15,1950.15,,,,,,0408,Je-cy,
ModCapJ,uni1D36,1950.23,1950.23,,,,,,1D36,Jmod,
LtnSmCapJ,uni1D0A,1950.26,1950.26,,,,,,1D0A,Jsmall,
LtnCapJCircum,Jcircumflex,1950.32,1950.32,,,,,,0134,Jcircumflex,
LtnCapJStrk,uni0248,1950.72,1950.72,,,,,,0248,Jstroke,
LtnCapJCrossedTail,uniA7B2,1950.91,1950.91,,,,,,A7B2,Jcrossedtail,
LtnCapIs,uniA76C,1951.1,1951.1,,,,,,A76C,Is,
CyCapEl,uni041B,1960.1,1960.1,,,,,,041B,El-cy,
CySmCapEl,uni1D2B,1960.2,1960.2,,,,,,1D2B,Elsmall-cy,
CyCapElDesc,uni052E,1960.25,1960.25,,,,,,052E,Eldescender-cy,
CyCapElTail,uni04C5,1960.3,1960.3,,,,,,04C5,Eltail-cy,
CyCapLje,uni0409,1960.4,1960.4,,,,,,0409,Lje-cy,
CyCapElHook,uni0512,1960.5,1960.5,,,,,,0512,Elhook-cy,
CyCapKomiLje,uni0508,1960.6,1960.6,,,,,,0508,Komilje-cy,
CyCapElMiddleHook,uni0520,1960.7,1960.7,,,,,,0520,Elmiddlehook-cy,
CyCapLha,uni0514,1970.1,1970.1,,,,,,0514,Lha-cy,
CyCapDe,uni0414,1990.1,1990.1,,,,,,0414,De-cy,
CyCapDeZheLig,uni052A,1990.7,1990.7,,,,,,052A,Dzzhe-cy,
LtnSubSmK,uni2096,2000.21,2000.21,,,,,,2096,kinferior,
LtnSupSmK,uni1D4F,2000.22,2000.22,,,,,,1D4F,kmod,
CombLtnSmK,uni1DDC,2000.24,2000.24,,,,,,1DDC,kcomb,
LtnSmKAcute,uni1E31,2000.311,2000.311,,,,,,1E31,kacute,
LtnSmKCaron,uni01E9,2000.334,2000.334,,,,,,01E9,kcaron,
LtnSmKLineBlw,uni1E35,2000.45,2000.45,,,,,,1E35,kmacronbelow,
LtnSmKDotBlw,uni1E33,2000.471,2000.471,,,,,,1E33,kdotbelow,
LtnSmKCedilla,kcommaaccent,2000.61,2000.61,,,,,,0137,kcommaaccent,
LtnSmKPalHook,uni1D84,2000.65,2000.65,,,,,,1D84,kpalatalhook,
LtnSmKStrk,uniA741,2000.72,2000.72,,,,,,A741,kstroke,
LtnSmKStrkRtDiagStrk,uniA745,2000.7275,2000.7275,,,,,,A745,kstrokediagonalstroke,
LtnSmKRtDiagStrk,uniA743,2000.75,2000.75,,,,,,A743,kdiagonalstroke,
LtnSmKDiagStrk,uniA7A3,2000.751,2000.751,,,,,,A7A3,kobliquestroke,
LtnSmKHook,uni0199,2000.81,2000.81,,,,,,0199,khook,
LtnSmKDesc,uni2C6A,2000.93,2000.93,,,,,,2C6A,kdescender,
LtnSmTurnedK,uni029E,2010.1,2010.1,,,,,,029E,kturned,
LtnSmRevK,u1DF03,2011.1,2011.1,,,,,,1DF03,kreversed,
LtnSmKra,kgreenlandic,2030.1,2030.1,,,,,,0138,kgreenlandic,
CySmKa,uni043A,2030.15,2030.15,,,,,,043A,ka-cy,
CySubSmKa,u1E05A,2030.151,2030.151,,,,,,1E05A,kasubscript-cy,
ModCySmKa,u1E039,2030.152,2030.152,,,,,,1E039,kamod-cy,
CySmKje,uni045C,2030.2,2030.2,,,,,,045C,kje-cy,
CySmKaDesc,uni049B,2030.3,2030.3,,,,,,049B,kadescender-cy,
CySmBashkirKa,uni04A1,2030.4,2030.4,,,,,,04A1,kabashkir-cy,
CySmKaStrk,uni049F,2030.5,2030.5,,,,,,049F,kastroke-cy,
CySmKaVertStrk,uni049D,2030.6,2030.6,,,,,,049D,kaverticalstroke-cy,
CySmKaHook,uni04C4,2030.7,2030.7,,,,,,04C4,kahook-cy,
CySmAleutKa,uni051F,2030.8,2030.8,,,,,,051F,aleutka-cy,
CySmZhe,uni0436,2040.1,2040.1,,,,,,0436,zhe-cy,
CySubSmZhe,u1E057,2040.11,2040.11,,,,,,1E057,zhesubscript-cy,
ModCySmZhe,u1E036,2040.12,2040.12,,,,,,1E036,zhemod-cy,
CySmZheBreve,uni04C2,2040.2,2040.2,,,,,,04C2,zhebreve-cy,
CySmZheDiaer,uni04DD,2040.3,2040.3,,,,,,04DD,zhedieresis-cy,
CySmZheDesc,uni0497,2040.4,2040.4,,,,,,0497,zhedescender-cy,
ModCapK,uni1D37,2050.23,2050.23,,,,,,1D37,Kmod,
LtnSmCapK,uni1D0B,2050.26,2050.26,,,,,,1D0B,Ksmall,
LtnSmCapTurnedK,u1DF10,2050.261,2050.261,,,,,,1DF10,Ksmallturned,
LtnCapKAcute,uni1E30,2050.311,2050.311,,,,,,1E30,Kacute,
LtnCapKCaron,uni01E8,2050.334,2050.334,,,,,,01E8,Kcaron,
LtnCapKLineBlw,uni1E34,2050.45,2050.45,,,,,,1E34,Kmacronbelow,
LtnCapKDotBlw,uni1E32,2050.471,2050.471,,,,,,1E32,Kdotbelow,
LtnCapKCedilla,Kcommaaccent,2050.61,2050.61,,,,,,0136,Kcommaaccent,
LtnCapKStrk,uniA740,2050.72,2050.72,,,,,,A740,Kstroke,
LtnCapKStrkRtDiagStrk,uniA744,2050.7275,2050.7275,,,,,,A744,Kstrokediagonalstroke,
LtnCapKRtDiagStrk,uniA742,2050.75,2050.75,,,,,,A742,Kdiagonalstroke,
LtnCapKDiagStrk,uniA7A2,2050.751,2050.751,,,,,,A7A2,Kobliquestroke,
LtnCapKHook,uni0198,2050.81,2050.81,,,,,,0198,Khook,
LtnCapKDesc,uni2C69,2050.93,2050.93,,,,,,2C69,Kdescender,
LtnCapTurnedK,uniA7B0,2051.1,2051.1,,,,,,A7B0,Kturned,
MathFrktCapK,u1D50E,2060.1,2060.1,,,,,,1D50E,K-fraktur,
KipSgn,uni20AD,2070.1,2070.1,,,,,,20AD,kip,
CyCapKa,uni041A,2080.1,2080.1,,,,,,041A,Ka-cy,
CyCapKje,uni040C,2080.2,2080.2,,,,,,040C,Kje-cy,
CyCapKaDesc,uni049A,2080.3,2080.3,,,,,,049A,Kadescender-cy,
CyCapBashkirKa,uni04A0,2080.4,2080.4,,,,,,04A0,Kabashkir-cy,
CyCapKaStrk,uni049E,2080.5,2080.5,,,,,,049E,Kastroke-cy,
CyCapKaVertStrk,uni049C,2080.6,2080.6,,,,,,049C,Kaverticalstroke-cy,
CyCapKaHook,uni04C3,2080.7,2080.7,,,,,,04C3,Kahook-cy,
CyCapAleutKa,uni051E,2080.8,2080.8,,,,,,051E,Aleutka-cy,
CyCapZhe,uni0416,2090.1,2090.1,,,,,,0416,Zhe-cy,
CyCapZheBreve,uni04C1,2090.2,2090.2,,,,,,04C1,Zhebreve-cy,
CyCapZheDiaer,uni04DC,2090.3,2090.3,,,,,,04DC,Zhedieresis-cy,
CyCapZheDesc,uni0496,2090.4,2090.4,,,,,,0496,Zhedescender-cy,
LtnSmL.SItal,l.SItal,2100.11,2100.11,ss05,ss05,,006C,006C,,l.SItal,
SmRomNumFifty,uni217C,2100.19,2100.19,,,,,,217C,fifty-roman,
LtnSubSmL,uni2097,2100.21,2100.21,,,,,,2097,linferior,
LtnSubSmL.SItal,uni2097.SItal,2100.2111,2100.2111,ss05,ss05,,2097,2097,,linferior.SItal,
ModSmL,uni02E1,2100.23,2100.23,,,,,,02E1,lmod,
LtnSmLAcute,lacute,2100.311,2100.311,,,,,,013A,lacute,
LtnSmLAcute.SItal,lacute.SItal,2100.31111,2100.31111,ss05,ss05,,013A,013A,,lacute.SItal,
LtnSmLCaron.Caron,lcaron.Caron,2100.334,2100.334,cv77,cv77,,013E,013E,,lcaron.Caron,
LtnSmLCircumBlw,uni1E3D,2100.42,2100.42,,,,,,1E3D,lcircumflexbelow,
LtnSmLCircumBlw.SItal,uni1E3D.SItal,2100.4211,2100.4211,ss05,ss05,,1E3D,1E3D,,lcircumflexbelow.SItal,
LtnSmLLineBlw,uni1E3B,2100.45,2100.45,,,,,,1E3B,lmacronbelow,
LtnSmLLineBlw.SItal,uni1E3B.SItal,2100.4511,2100.4511,ss05,ss05,,1E3B,1E3B,,lmacronbelow.SItal,
LtnSmLDotBlw,uni1E37,2100.471,2100.471,,,,,,1E37,ldotbelow,
LtnSmLDotBlw.SItal,uni1E37.SItal,2100.47111,2100.47111,ss05,ss05,,1E37,1E37,,ldotbelow.SItal,
LtnSmLDotBlwMacron,uni1E39,2100.47135,2100.47135,,,,,,1E39,ldotbelowmacron,
LtnSmLDotBlwMacron.SItal,uni1E39.SItal,2100.471351,2100.471351,ss05,ss05,,1E39,1E39,,ldotbelowmacron.SItal,
LtnSmLCedilla,lcommaaccent,2100.472,2100.472,,,,,,013C,lcommaaccent,
LtnSmLMiddleDot,ldot,2100.51,2100.51,,,,,,0140,ldot,
LtnSmLCaron,lcaron,2100.52,2100.52,,,,,,013E,lcaron,
LtnSmLPalHook,uni1D85,2100.65,2100.65,,,,,,1D85,lpalatalhook,
ModSmLPalHook,uni1DAA,2100.6523,2100.6523,,,,,,1DAA,lpalatalhookmod,
LtnSmLBar,uni019A,2100.72,2100.72,,,,,,019A,lbar,
LtnSmLHighBar,uniA749,2100.721,2100.721,,,,,,A749,lhighstroke,
LtnSmDblBarredL,uni2C61,2100.73,2100.73,,,,,,2C61,ldoublebar,
LtnSmLMiddleTilde,uni026B,2100.74,2100.74,,,,,,026B,lmiddletilde,
ModSmLMiddleTilde,uniAB5E,2100.7423,2100.7423,,,,,,AB5E,lmiddletildemod,
LtnSmLStrk,lslash,2100.75,2100.75,,,,,,0142,lslash,
LtnSmLRetrHook,uni026D,2100.86,2100.86,,,,,,026D,lhookretroflex,
LtnSupSmLRetrHook,uni1DA9,2100.8622,2100.8622,,,,,,1DA9,lretroflexhookmod,
LtnSmLMidLftHook,u1DF26,2100.88,2100.88,,,,,,1DF26,lleftmidhook,
LtnSmLCurl,uni0234,2100.91,2100.91,,,,,,0234,lcurl,
LtnSmLBelt,uni026C,2100.92,2100.92,,,,,,026C,lbelt,
ModSmLBelt,u1079B,2100.9223,2100.9223,,,,,,1079B,lbeltmod,
LtnSmLBeltPalHook,u1DF13,2100.928,2100.928,,,,,,1DF13,lbeltpalatalhook,
LtnSmLRetrHookBelt,uniA78E,2100.9286,2100.9286,,,,,,A78E,lretroflexhookandbelt,
ModSmLRetrHookBelt,u1079D,2100.928623,2100.928623,,,,,,1079D,lretroflexhookandbeltmod,
LtnSmLHighBar.SItal,uniA749.SItal,2101.11,2101.11,ss05,ss05,,A749,A749,,lhighstroke.SItal,
LtnSmLBrkn,uniA747,2102.1,2102.1,,,,,,A747,lbroken,
LtnSmLTrnd,uniA781,2103.1,2103.1,,,,,,A781,lturned,
LtnSmLum,uniA772,2104.1,2104.1,,,,,,A772,lum,
LtnSmLj,uni01C9,2110.1,2110.1,,,,,,01C9,lj,
LtnSmLLDigraph,uni1EFB,2111.1,2111.1,,,,,,1EFB,llmiddleWelsh,
LtnSmLFishhook,u1DF11,2111.5,2111.5,,,,,,1DF11,lfishhook,
LtnSmLSDigraph,uni02AA,2112.1,2112.1,,,,,,02AA,lsdigraph,
ModSmLSDigraph,u10799,2112.23,2112.23,,,,,,10799,lsdigraphmod,
LivreTourSgn,uni20B6,2113.1,2113.1,,,,,,20B6,livreTournois,
TurkishLiraSgn,uni20BA,2113.11,2113.11,,,,,,20BA,liraTurkish,
LtnSmLZDigraph,uni02AB,2114.1,2114.1,,,,,,02AB,lzdigraph,
ModSmLZDigraph,u1079A,2114.23,2114.23,,,,,,1079A,lzdigraphmod,
LtnSmLezh,uni026E,2115.1,2115.1,,,,,,026E,lezh,
ModSmLezh,u1079E,2115.23,2115.23,,,,,,1079E,lezhmod,
LtnSmLezhRetrHook,u1DF05,2115.64,2115.64,,,,,,1DF05,lezhhookretroflex,
ModSmLezhRetrHook,u1079F,2115.6423,2115.6423,,,,,,1079F,lezhhookretroflexmod,
LtrScriptSmL,uni2113,2130.1,2130.1,,,,,,2113,literSign,
GermanPennySgn,uni20B0,2135.1,2135.1,,,,,,20B0,germanpenny,
LiraSgn,lira,2142.1,2142.1,,,,,,20A4,lira,
RomNumFifty,uni216C,2150.19,2150.19,,,,,,216C,Fifty-roman,
ModCapL,uni1D38,2150.23,2150.23,,,,,,1D38,Lmod,
LtnSmCapL,uni029F,2150.26,2150.26,,,,,,029F,Lsmall,
ModSmCapL,uni1DAB,2150.2623,2150.2623,,,,,,1DAB,Lsmallmod,
LtnSmCapLBelt,u1DF04,2150.2692,2150.2692,,,,,,1DF04,Lsmallbelt,
ModSmCapLBelt,u1079C,2150.269223,2150.269223,,,,,,1079C,Lsmallbeltmod,
LtnCapLAcute,Lacute,2150.311,2150.311,,,,,,0139,Lacute,
LtnCapLCircumBlw,uni1E3C,2150.42,2150.42,,,,,,1E3C,Lcircumflexbelow,
LtnCapLLineBlw,uni1E3A,2150.45,2150.45,,,,,,1E3A,Lmacronbelow,
LtnCapLDotBlw,uni1E36,2150.471,2150.471,,,,,,1E36,Ldotbelow,
LtnCapLDotBlwMacron,uni1E38,2150.47135,2150.47135,,,,,,1E38,Ldotbelowmacron,
LtnCapLCedilla,Lcommaaccent,2150.472,2150.472,,,,,,013B,Lcommaaccent,
LtnCapLMiddleDot,Ldot,2150.51,2150.51,,,,,,013F,Ldot,
LtnCapLCaron,Lcaron,2150.52,2150.52,,,,,,013D,Lcaron,
LtnCapLCaron.Caron,Lcaron.Caron,2150.521,2150.521,cv77,cv77,,013D,013D,,Lcaron.Caron,
LtnCapLBar,uni023D,2150.72,2150.72,,,,,,023D,Lbar,
LtnCapLHighBar,uniA748,2150.721,2150.721,,,,,,A748,Lhighstroke,
LtnCapDblBarredL,uni2C60,2150.73,2150.73,,,,,,2C60,Ldoublebar,
LtnCapLMiddleTilde,uni2C62,2150.74,2150.74,,,,,,2C62,Lmiddletilde,
LtnCapLStrk,Lslash,2150.75,2150.75,,,,,,0141,Lslash,
LtnSmCapLStrk,uni1D0C,2150.7526,2150.7526,,,,,,1D0C,LstrokeSmall,
LtnCapLBelt,uniA7AD,2150.92,2150.92,,,,,,A7AD,Lbelt,
LtnCapLBrkn,uniA746,2152.1,2152.1,,,,,,A746,Lbroken,
LtnCapLTrnd,uniA780,2153.1,2153.1,,,,,,A780,Lturned,
